city,date,precipitation,temperature,humidity,soil_wetness
Multan,2021-03-14,0.0,25.58,31.34,0.4
Multan,2021-03-15,0.0,24.59,42.2,0.4
Multan,2021-03-16,0.0,26.37,33.01,0.4
Multan,2021-03-17,0.0,26.47,25.23,0.4
Multan,2021-03-18,0.0,26.35,32.57,0.4
Multan,2021-03-19,0.0,26.54,37.15,0.4
Multan,2021-03-20,0.31,28.0,27.74,0.4
Multan,2021-03-21,3.87,26.01,41.1,0.4
Multan,2021-03-22,10.04,23.24,59.04,0.41
Multan,2021-03-23,5.05,21.67,57.32,0.44
Multan,2021-03-24,0.0,21.41,54.6,0.43
Multan,2021-03-25,0.0,23.23,49.46,0.43
Multan,2021-03-26,0.0,25.52,42.85,0.42
Multan,2021-03-27,0.0,27.07,39.19,0.42
Multan,2021-03-28,0.0,28.31,34.34,0.42
Multan,2021-03-29,0.0,29.02,27.54,0.41
Multan,2021-03-30,0.0,26.32,20.12,0.41
Multan,2021-03-31,0.0,25.84,17.94,0.41
Multan,2021-04-01,0.0,25.66,15.79,0.41
Multan,2021-04-02,0.0,25.4,14.44,0.41
Multan,2021-04-03,0.0,26.16,13.21,0.41
Multan,2021-04-04,0.0,27.76,13.55,0.41
Multan,2021-04-05,0.02,25.6,43.03,0.4
Multan,2021-04-06,1.91,25.08,56.37,0.4
Multan,2021-04-07,0.0,24.38,34.32,0.41
Multan,2021-04-08,0.0,25.62,27.32,0.41
Multan,2021-04-09,0.0,27.97,18.01,0.41
Multan,2021-04-10,0.0,29.16,16.14,0.4
Multan,2021-04-11,0.0,30.63,15.63,0.4
Multan,2021-04-12,0.0,29.66,29.04,0.4
Multan,2021-04-13,0.0,30.68,26.69,0.4
Multan,2021-04-14,0.0,31.69,17.62,0.4
Multan,2021-04-15,0.1,30.28,26.87,0.4
Multan,2021-04-16,1.26,25.45,48.25,0.4
Multan,2021-04-17,0.0,27.05,41.7,0.4
Multan,2021-04-18,0.0,29.1,28.2,0.4
Multan,2021-04-19,0.0,29.57,33.51,0.4
Multan,2021-04-20,2.03,25.21,43.85,0.4
Multan,2021-04-21,0.01,26.27,42.26,0.41
Multan,2021-04-22,0.0,29.94,28.14,0.4
Multan,2021-04-23,0.15,26.93,31.03,0.4
Multan,2021-04-24,0.0,28.13,25.67,0.4
Multan,2021-04-25,0.0,31.06,20.66,0.4
Multan,2021-04-26,0.0,33.2,16.5,0.4
Multan,2021-04-27,0.0,33.93,17.76,0.4
Multan,2021-04-28,0.0,34.95,18.41,0.4
Multan,2021-04-29,0.0,34.99,20.13,0.4
Multan,2021-04-30,0.0,32.66,27.87,0.4
Multan,2021-05-01,0.01,34.7,25.5,0.4
Multan,2021-05-02,0.66,33.98,23.67,0.4
Multan,2021-05-03,0.85,34.2,24.52,0.4
Multan,2021-05-04,0.07,34.59,26.11,0.4
Multan,2021-05-05,1.01,33.61,31.31,0.4
Multan,2021-05-06,4.76,28.47,42.27,0.41
Multan,2021-05-07,0.0,31.18,36.65,0.41
Multan,2021-05-08,0.0,33.31,29.88,0.41
Multan,2021-05-09,0.04,35.65,23.88,0.41
Multan,2021-05-10,0.09,36.25,19.86,0.4
Multan,2021-05-11,0.03,35.09,21.4,0.4
Multan,2021-05-12,0.32,34.87,21.13,0.4
Multan,2021-05-13,0.47,34.45,25.76,0.4
Multan,2021-05-14,0.6,33.62,29.98,0.4
Multan,2021-05-15,1.1,33.54,30.82,0.4
Multan,2021-05-16,0.88,33.32,33.11,0.4
Multan,2021-05-17,0.48,34.38,31.82,0.4
Multan,2021-05-18,0.32,35.5,26.45,0.4
Multan,2021-05-19,0.0,34.82,26.25,0.4
Multan,2021-05-20,0.0,35.33,24.31,0.4
Multan,2021-05-21,0.78,34.56,24.69,0.4
Multan,2021-05-22,1.3,33.83,31.45,0.4
Multan,2021-05-23,2.6,30.64,40.21,0.41
Multan,2021-05-24,0.0,33.73,36.44,0.41
Multan,2021-05-25,0.0,36.55,27.24,0.4
Multan,2021-05-26,0.06,37.37,24.01,0.4
Multan,2021-05-27,0.11,38.56,20.32,0.4
Multan,2021-05-28,0.44,38.9,17.87,0.4
Multan,2021-05-29,1.02,39.25,24.95,0.4
Multan,2021-05-30,0.0,38.99,20.44,0.4
Multan,2021-05-31,0.01,39.19,17.65,0.4
Multan,2021-06-01,0.97,37.46,27.44,0.4
Multan,2021-06-02,0.62,36.47,39.32,0.4
Multan,2021-06-03,1.22,37.3,35.95,0.4
Multan,2021-06-04,0.04,36.53,35.27,0.4
Multan,2021-06-05,0.06,37.55,35.63,0.4
Multan,2021-06-06,0.35,39.04,31.41,0.4
Multan,2021-06-07,0.0,39.6,29.55,0.4
Multan,2021-06-08,0.0,40.09,28.23,0.4
Multan,2021-06-09,0.0,40.04,31.95,0.4
Multan,2021-06-10,0.0,40.09,32.73,0.4
Multan,2021-06-11,0.0,39.38,35.3,0.4
Multan,2021-06-12,1.92,39.79,33.21,0.4
Multan,2021-06-13,0.12,40.18,32.95,0.4
Multan,2021-06-14,0.64,37.48,39.57,0.4
Multan,2021-06-15,21.11,34.07,51.75,0.42
Multan,2021-06-16,0.37,32.94,44.53,0.44
Multan,2021-06-17,1.2,33.2,50.98,0.43
Multan,2021-06-18,0.01,34.73,46.48,0.42
Multan,2021-06-19,0.24,36.3,38.66,0.42
Multan,2021-06-20,1.01,37.04,38.17,0.42
Multan,2021-06-21,0.26,35.86,37.54,0.41
Multan,2021-06-22,0.01,37.59,31.15,0.41
Multan,2021-06-23,0.02,38.5,30.57,0.41
Multan,2021-06-24,0.02,38.22,29.5,0.41
Multan,2021-06-25,0.0,38.39,28.8,0.41
Multan,2021-06-26,0.41,38.28,29.97,0.41
Multan,2021-06-27,0.09,38.6,28.46,0.41
Multan,2021-06-28,0.0,39.21,27.57,0.4
Multan,2021-06-29,0.0,40.18,22.03,0.4
Multan,2021-06-30,0.0,40.43,21.98,0.4
Multan,2021-07-01,0.0,38.64,23.54,0.4
Multan,2021-07-02,0.0,38.94,24.25,0.4
Multan,2021-07-03,0.56,38.56,32.33,0.4
Multan,2021-07-04,0.48,38.37,35.14,0.4
Multan,2021-07-05,0.47,38.26,34.22,0.4
Multan,2021-07-06,0.0,39.38,29.07,0.4
Multan,2021-07-07,0.0,39.83,28.87,0.4
Multan,2021-07-08,0.0,40.38,28.74,0.4
Multan,2021-07-09,0.0,39.56,29.79,0.4
Multan,2021-07-10,0.0,40.23,28.48,0.4
Multan,2021-07-11,0.01,41.21,27.94,0.4
Multan,2021-07-12,1.58,39.89,36.48,0.4
Multan,2021-07-13,5.84,34.56,55.61,0.41
Multan,2021-07-14,1.87,35.01,52.1,0.41
Multan,2021-07-15,0.64,35.29,51.84,0.41
Multan,2021-07-16,0.22,38.0,39.71,0.41
Multan,2021-07-17,0.02,39.12,36.9,0.41
Multan,2021-07-18,0.0,40.44,33.8,0.41
Multan,2021-07-19,0.45,40.17,37.86,0.4
Multan,2021-07-20,0.77,38.07,42.53,0.41
Multan,2021-07-21,0.64,37.06,38.52,0.41
Multan,2021-07-22,0.0,38.38,34.05,0.41
Multan,2021-07-23,0.02,39.14,32.6,0.4
Multan,2021-07-24,0.0,39.44,30.95,0.4
Multan,2021-07-25,0.0,40.42,31.56,0.4
Multan,2021-07-26,0.0,40.0,35.07,0.4
Multan,2021-07-27,0.0,35.97,45.48,0.4
Multan,2021-07-28,0.12,38.39,36.23,0.4
Multan,2021-07-29,0.21,38.18,38.65,0.4
Multan,2021-07-30,1.44,37.68,39.83,0.4
Multan,2021-07-31,8.26,36.45,46.31,0.41
Multan,2021-08-01,2.32,35.69,52.53,0.42
Multan,2021-08-02,0.42,36.58,44.46,0.41
Multan,2021-08-03,0.99,37.48,41.99,0.41
Multan,2021-08-04,2.47,38.21,40.42,0.41
Multan,2021-08-05,1.79,37.63,40.26,0.41
Multan,2021-08-06,0.09,37.95,36.37,0.41
Multan,2021-08-07,0.0,38.51,36.35,0.41
Multan,2021-08-08,0.0,38.73,31.91,0.4
Multan,2021-08-09,0.0,38.56,29.31,0.4
Multan,2021-08-10,0.0,37.53,31.37,0.4
Multan,2021-08-11,0.0,37.44,33.62,0.4
Multan,2021-08-12,0.0,37.46,34.24,0.4
Multan,2021-08-13,0.0,37.55,34.66,0.4
Multan,2021-08-14,0.0,37.39,35.61,0.4
Multan,2021-08-15,0.93,36.7,36.33,0.4
Multan,2021-08-16,0.49,36.87,34.49,0.4
Multan,2021-08-17,0.0,37.66,33.04,0.4
Multan,2021-08-18,0.0,37.44,30.11,0.4
Multan,2021-08-19,0.0,37.92,28.6,0.4
Multan,2021-08-20,0.0,38.09,26.65,0.4
Multan,2021-08-21,0.38,38.16,29.64,0.4
Multan,2021-08-22,0.0,36.89,34.75,0.4
Multan,2021-08-23,0.0,36.8,36.07,0.4
Multan,2021-08-24,0.0,37.77,26.86,0.4
Multan,2021-08-25,0.0,37.01,28.33,0.4
Multan,2021-08-26,0.0,36.35,28.22,0.4
Multan,2021-08-27,0.0,35.91,29.44,0.4
Multan,2021-08-28,0.0,35.65,32.98,0.4
Multan,2021-08-29,0.08,36.08,32.67,0.4
Multan,2021-08-30,7.8,36.46,38.24,0.4
Multan,2021-08-31,8.55,32.87,58.62,0.43
Multan,2021-09-01,0.05,32.99,53.26,0.42
Multan,2021-09-02,0.04,33.25,49.31,0.42
Multan,2021-09-03,0.7,33.32,45.96,0.41
Multan,2021-09-04,0.07,33.95,47.32,0.41
Multan,2021-09-05,0.0,35.3,39.68,0.41
Multan,2021-09-06,0.0,36.52,35.8,0.41
Multan,2021-09-07,0.07,37.23,37.05,0.41
Multan,2021-09-08,3.31,35.81,47.25,0.41
Multan,2021-09-09,0.42,35.28,45.22,0.41
Multan,2021-09-10,0.77,34.7,45.67,0.41
Multan,2021-09-11,0.61,33.57,50.55,0.41
Multan,2021-09-12,0.05,32.95,51.76,0.41
Multan,2021-09-13,0.0,33.55,47.87,0.41
Multan,2021-09-14,0.0,34.32,43.08,0.41
Multan,2021-09-15,0.0,34.63,43.12,0.41
Multan,2021-09-16,0.0,36.42,37.09,0.4
Multan,2021-09-17,0.0,36.95,33.49,0.4
Multan,2021-09-18,0.0,36.28,37.6,0.4
Multan,2021-09-19,0.0,36.33,37.88,0.4
Multan,2021-09-20,0.0,36.57,36.53,0.4
Multan,2021-09-21,3.06,35.7,39.25,0.4
Multan,2021-09-22,31.73,31.15,62.72,0.45
Multan,2021-09-23,0.07,30.77,62.86,0.46
Multan,2021-09-24,0.05,30.88,63.17,0.45
Multan,2021-09-25,0.0,31.86,55.38,0.45
Multan,2021-09-26,0.0,32.21,50.99,0.44
Multan,2021-09-27,0.0,32.3,53.75,0.44
Multan,2021-09-28,0.01,32.92,51.53,0.43
Multan,2021-09-29,0.01,32.31,52.35,0.43
Multan,2021-09-30,0.36,32.66,53.46,0.43
Multan,2021-10-01,1.72,32.06,60.84,0.43
Multan,2021-10-02,1.12,32.27,57.59,0.43
Multan,2021-10-03,0.02,32.76,49.92,0.42
Multan,2021-10-04,0.96,32.01,46.07,0.42
Multan,2021-10-05,3.84,30.85,59.0,0.42
Multan,2021-10-06,0.0,31.16,54.44,0.42
Multan,2021-10-07,0.0,31.53,44.93,0.42
Multan,2021-10-08,0.0,31.56,35.01,0.42
Multan,2021-10-09,0.0,31.75,31.75,0.41
Multan,2021-10-10,0.0,30.52,25.93,0.41
Multan,2021-10-11,0.0,28.04,34.71,0.41
Multan,2021-10-12,0.0,28.72,42.26,0.41
Multan,2021-10-13,0.0,28.89,29.91,0.41
Multan,2021-10-14,0.0,29.18,22.9,0.41
Multan,2021-10-15,0.0,28.44,21.23,0.41
Multan,2021-10-16,0.0,28.76,18.94,0.41
Multan,2021-10-17,0.0,28.01,19.74,0.41
Multan,2021-10-18,0.0,26.47,33.3,0.41
Multan,2021-10-19,0.0,27.59,26.79,0.4
Multan,2021-10-20,0.0,26.93,15.24,0.4
Multan,2021-10-21,0.0,27.6,21.96,0.4
Multan,2021-10-22,0.0,28.63,31.13,0.4
Multan,2021-10-23,0.0,25.29,36.63,0.4
Multan,2021-10-24,0.17,23.79,53.13,0.4
Multan,2021-10-25,0.0,22.68,50.12,0.4
Multan,2021-10-26,0.0,24.42,34.52,0.4
Multan,2021-10-27,0.0,25.18,34.25,0.4
Multan,2021-10-28,0.0,25.43,29.59,0.4
Multan,2021-10-29,0.0,26.22,24.22,0.4
Multan,2021-10-30,0.0,26.06,23.05,0.4
Multan,2021-10-31,0.0,25.63,19.89,0.4
Multan,2021-11-01,0.0,23.77,24.05,0.4
Multan,2021-11-02,0.0,22.46,38.52,0.4
Multan,2021-11-03,0.0,23.24,31.74,0.4
Multan,2021-11-04,0.0,22.7,26.36,0.4
Multan,2021-11-05,0.0,23.1,24.38,0.4
Multan,2021-11-06,0.0,21.65,41.28,0.4
Multan,2021-11-07,0.0,24.01,30.23,0.4
Multan,2021-11-08,0.0,24.72,26.71,0.4
Multan,2021-11-09,0.0,24.74,24.24,0.4
Multan,2021-11-10,0.0,23.58,22.2,0.4
Multan,2021-11-11,0.0,22.37,26.52,0.4
Multan,2021-11-12,0.0,22.85,24.69,0.4
Multan,2021-11-13,0.0,22.86,17.25,0.4
Multan,2021-11-14,0.0,20.76,13.89,0.4
Multan,2021-11-15,0.0,19.59,27.65,0.4
Multan,2021-11-16,0.0,20.63,20.59,0.4
Multan,2021-11-17,0.0,20.28,18.34,0.4
Multan,2021-11-18,0.0,19.45,20.14,0.4
Multan,2021-11-19,0.0,19.57,22.95,0.4
Multan,2021-11-20,0.0,21.31,20.66,0.4
Multan,2021-11-21,0.0,21.09,20.49,0.4
Multan,2021-11-22,0.0,20.19,18.31,0.4
Multan,2021-11-23,0.0,20.67,14.54,0.4
Multan,2021-11-24,0.0,20.27,19.79,0.4
Multan,2021-11-25,0.0,18.82,27.43,0.4
Multan,2021-11-26,0.0,19.68,27.4,0.4
Multan,2021-11-27,0.0,19.13,28.29,0.4
Multan,2021-11-28,0.0,17.96,37.05,0.4
Multan,2021-11-29,0.0,18.2,36.97,0.4
Multan,2021-11-30,0.0,19.08,33.6,0.4
Multan,2021-12-01,0.0,19.48,28.07,0.4
Multan,2021-12-02,0.0,18.48,31.57,0.4
Multan,2021-12-03,0.0,17.77,31.54,0.4
Multan,2021-12-04,0.0,17.9,29.09,0.4
Multan,2021-12-05,0.0,17.48,29.7,0.4
Multan,2021-12-06,0.0,16.41,40.65,0.4
Multan,2021-12-07,0.0,17.55,37.38,0.4
Multan,2021-12-08,0.0,18.18,28.68,0.4
Multan,2021-12-09,0.0,18.34,27.3,0.4
Multan,2021-12-10,0.0,17.45,26.63,0.4
Multan,2021-12-11,0.0,17.24,21.73,0.4
Multan,2021-12-12,0.0,16.74,25.16,0.4
Multan,2021-12-13,0.0,16.53,22.53,0.4
Multan,2021-12-14,0.0,14.17,27.69,0.4
Multan,2021-12-15,0.0,13.63,31.02,0.4
Multan,2021-12-16,0.0,12.55,34.99,0.4
Multan,2021-12-17,0.0,12.79,24.57,0.4
Multan,2021-12-18,0.0,12.67,18.81,0.4
Multan,2021-12-19,0.0,13.26,15.4,0.4
Multan,2021-12-20,0.0,14.54,16.35,0.4
Multan,2021-12-21,0.0,14.38,20.47,0.4
Multan,2021-12-22,0.0,15.29,22.62,0.4
Multan,2021-12-23,0.0,15.73,24.36,0.4
Multan,2021-12-24,0.0,13.96,32.12,0.4
Multan,2021-12-25,0.0,14.69,32.04,0.4
Multan,2021-12-26,1.43,16.55,39.8,0.4
Multan,2021-12-27,0.16,14.93,52.02,0.4
Multan,2021-12-28,0.0,13.05,58.72,0.4
Multan,2021-12-29,0.0,13.66,47.25,0.4
Multan,2021-12-30,0.0,14.08,36.3,0.4
Multan,2021-12-31,0.0,13.89,33.68,0.4
Multan,2022-01-01,0.01,15.64,27.7,0.4
Multan,2022-01-02,0.01,14.91,29.79,0.4
Multan,2022-01-03,0.0,16.63,33.56,0.4
Multan,2022-01-04,0.28,15.49,50.25,0.4
Multan,2022-01-05,6.35,13.82,76.96,0.41
Multan,2022-01-06,3.39,12.48,77.69,0.42
Multan,2022-01-07,13.02,12.18,83.33,0.43
Multan,2022-01-08,0.58,12.2,79.5,0.45
Multan,2022-01-09,0.01,11.3,72.5,0.44
Multan,2022-01-10,0.0,12.12,63.58,0.44
Multan,2022-01-11,0.0,11.96,64.25,0.44
Multan,2022-01-12,0.0,12.74,54.31,0.44
Multan,2022-01-13,0.0,12.81,51.16,0.44
Multan,2022-01-14,0.0,13.03,49.63,0.43
Multan,2022-01-15,0.0,13.98,45.85,0.43
Multan,2022-01-16,0.0,14.43,46.95,0.43
Multan,2022-01-17,0.0,14.81,51.11,0.43
Multan,2022-01-18,0.0,14.95,54.12,0.43
Multan,2022-01-19,0.07,15.93,61.53,0.43
Multan,2022-01-20,0.23,14.21,74.54,0.43
Multan,2022-01-21,0.23,14.77,66.69,0.43
Multan,2022-01-22,3.59,11.3,78.41,0.43
Multan,2022-01-23,0.11,12.44,66.18,0.43
Multan,2022-01-24,0.0,12.0,60.61,0.43
Multan,2022-01-25,0.0,12.41,55.4,0.43
Multan,2022-01-26,0.0,12.44,44.01,0.43
Multan,2022-01-27,0.0,12.97,41.49,0.43
Multan,2022-01-28,0.0,13.81,39.86,0.43
Multan,2022-01-29,0.0,15.35,38.63,0.42
Multan,2022-01-30,0.0,15.91,42.02,0.42
Multan,2022-01-31,0.0,16.95,44.94,0.42
Multan,2022-02-01,0.0,15.07,39.58,0.42
Multan,2022-02-02,0.0,16.27,40.31,0.42
Multan,2022-02-03,0.01,14.81,47.73,0.42
Multan,2022-02-04,0.0,12.42,31.74,0.42
Multan,2022-02-05,0.0,13.46,35.52,0.42
Multan,2022-02-06,0.0,14.35,42.09,0.41
Multan,2022-02-07,0.0,14.59,46.34,0.41
Multan,2022-02-08,0.47,15.43,49.58,0.41
Multan,2022-02-09,0.03,15.77,45.32,0.41
Multan,2022-02-10,0.0,16.34,35.16,0.41
Multan,2022-02-11,0.0,16.06,36.1,0.41
Multan,2022-02-12,0.0,17.36,30.99,0.41
Multan,2022-02-13,0.0,18.45,30.2,0.41
Multan,2022-02-14,0.0,17.14,36.92,0.41
Multan,2022-02-15,0.0,18.16,39.11,0.41
Multan,2022-02-16,0.0,19.0,35.84,0.41
Multan,2022-02-17,0.0,18.57,34.71,0.41
Multan,2022-02-18,0.0,17.17,43.7,0.41
Multan,2022-02-19,0.0,18.46,43.59,0.41
Multan,2022-02-20,0.0,19.85,27.21,0.41
Multan,2022-02-21,0.0,19.62,23.16,0.41
Multan,2022-02-22,0.04,17.69,37.25,0.41
Multan,2022-02-23,0.07,18.13,45.96,0.41
Multan,2022-02-24,0.0,19.68,32.86,0.4
Multan,2022-02-25,0.0,20.19,32.18,0.4
Multan,2022-02-26,0.0,17.46,59.72,0.4
Multan,2022-02-27,0.0,17.75,52.06,0.4
Multan,2022-02-28,0.02,19.53,38.06,0.4
Multan,2022-03-01,0.01,21.09,36.44,0.4
Multan,2022-03-02,6.9,16.15,64.95,0.41
Multan,2022-03-03,0.12,18.61,60.49,0.42
Multan,2022-03-04,0.0,19.69,52.63,0.41
Multan,2022-03-05,0.0,21.33,44.55,0.41
Multan,2022-03-06,0.71,23.79,37.26,0.41
Multan,2022-03-07,1.22,22.22,51.04,0.41
Multan,2022-03-08,0.0,21.82,50.52,0.41
Multan,2022-03-09,0.0,23.97,40.05,0.41
Multan,2022-03-10,0.0,23.04,42.34,0.41
Multan,2022-03-11,0.0,25.95,36.77,0.41
Multan,2022-03-12,0.0,27.88,30.9,0.41
Multan,2022-03-13,0.0,29.07,30.32,0.41
Multan,2022-03-14,0.0,30.31,28.21,0.41
Multan,2022-03-15,0.0,30.04,28.06,0.41
Multan,2022-03-16,0.0,30.35,24.68,0.4
Multan,2022-03-17,0.0,31.38,21.02,0.4
Multan,2022-03-18,0.0,31.49,19.04,0.4
Multan,2022-03-19,0.0,28.35,34.45,0.4
Multan,2022-03-20,0.0,29.33,38.86,0.4
Multan,2022-03-21,0.0,30.05,21.31,0.4
Multan,2022-03-22,0.0,29.23,22.13,0.4
Multan,2022-03-23,0.0,28.41,18.93,0.4
Multan,2022-03-24,0.0,27.83,21.24,0.4
Multan,2022-03-25,0.0,28.93,21.11,0.4
Multan,2022-03-26,0.0,29.57,17.48,0.4
Multan,2022-03-27,0.0,30.38,13.5,0.4
Multan,2022-03-28,0.0,30.72,14.5,0.4
Multan,2022-03-29,0.0,30.6,13.18,0.4
Multan,2022-03-30,0.0,29.61,14.9,0.4
Multan,2022-03-31,0.0,29.8,15.15,0.4
Multan,2022-04-01,0.0,30.98,11.05,0.4
Multan,2022-04-02,0.0,30.48,10.98,0.4
Multan,2022-04-03,0.0,29.77,13.46,0.4
Multan,2022-04-04,0.0,29.89,16.09,0.4
Multan,2022-04-05,0.0,31.3,10.39,0.4
Multan,2022-04-06,0.0,33.23,8.05,0.4
Multan,2022-04-07,0.0,32.95,10.91,0.4
Multan,2022-04-08,0.0,33.63,12.28,0.4
Multan,2022-04-09,0.0,33.86,12.82,0.4
Multan,2022-04-10,0.0,34.33,11.88,0.4
Multan,2022-04-11,0.0,35.23,11.84,0.4
Multan,2022-04-12,0.0,34.52,15.53,0.4
Multan,2022-04-13,0.0,33.49,19.1,0.4
Multan,2022-04-14,0.0,32.17,13.59,0.4
Multan,2022-04-15,0.0,31.93,20.72,0.4
Multan,2022-04-16,0.0,33.41,14.97,0.4
Multan,2022-04-17,0.0,33.61,11.53,0.4
Multan,2022-04-18,0.0,34.02,15.89,0.4
Multan,2022-04-19,0.02,34.32,23.28,0.4
Multan,2022-04-20,0.0,33.85,22.77,0.4
Multan,2022-04-21,0.0,33.63,21.07,0.4
Multan,2022-04-22,0.0,31.8,19.38,0.4
Multan,2022-04-23,0.0,32.55,19.01,0.4
Multan,2022-04-24,0.0,33.23,16.18,0.4
Multan,2022-04-25,0.0,34.04,18.34,0.4
Multan,2022-04-26,0.0,34.46,15.83,0.4
Multan,2022-04-27,0.0,35.83,12.66,0.4
Multan,2022-04-28,0.0,37.34,14.17,0.4
Multan,2022-04-29,0.0,36.97,13.37,0.4
Multan,2022-04-30,0.0,37.65,16.3,0.4
Multan,2022-05-01,0.0,38.71,12.04,0.4
Multan,2022-05-02,0.0,38.6,12.88,0.4
Multan,2022-05-03,0.04,35.34,22.02,0.4
Multan,2022-05-04,1.1,34.88,26.15,0.4
Multan,2022-05-05,0.38,33.85,30.21,0.4
Multan,2022-05-06,0.62,34.92,21.62,0.4
Multan,2022-05-07,0.28,35.89,24.05,0.4
Multan,2022-05-08,0.0,37.77,18.54,0.4
Multan,2022-05-09,0.0,38.22,17.94,0.4
Multan,2022-05-10,0.0,37.47,18.81,0.4
Multan,2022-05-11,0.0,38.34,18.89,0.4
Multan,2022-05-12,0.0,38.24,11.34,0.4
Multan,2022-05-13,0.0,37.32,13.68,0.4
Multan,2022-05-14,0.0,39.78,9.79,0.4
Multan,2022-05-15,0.0,39.25,9.91,0.4
Multan,2022-05-16,0.0,37.35,17.92,0.4
Multan,2022-05-17,0.32,37.7,14.93,0.4
Multan,2022-05-18,0.0,37.57,16.06,0.4
Multan,2022-05-19,0.0,39.65,13.21,0.4
Multan,2022-05-20,0.0,37.74,14.16,0.4
Multan,2022-05-21,0.0,37.07,17.89,0.4
Multan,2022-05-22,0.0,37.35,12.66,0.4
Multan,2022-05-23,0.0,35.02,18.75,0.4
Multan,2022-05-24,0.0,32.99,27.31,0.4
Multan,2022-05-25,0.0,34.24,27.5,0.4
Multan,2022-05-26,0.0,37.11,20.01,0.4
Multan,2022-05-27,0.0,39.27,22.16,0.4
Multan,2022-05-28,0.0,37.4,18.77,0.4
Multan,2022-05-29,0.0,36.64,19.58,0.4
Multan,2022-05-30,0.0,37.04,17.59,0.4
Multan,2022-05-31,0.0,36.77,9.39,0.4
Multan,2022-06-01,0.0,35.98,15.78,0.4
Multan,2022-06-02,0.0,37.14,12.47,0.4
Multan,2022-06-03,0.0,37.57,7.25,0.4
Multan,2022-06-04,0.0,37.45,9.28,0.4
Multan,2022-06-05,0.0,38.47,12.52,0.4
Multan,2022-06-06,0.0,39.38,15.62,0.4
Multan,2022-06-07,0.0,39.31,12.69,0.4
Multan,2022-06-08,0.0,38.69,13.95,0.4
Multan,2022-06-09,0.0,39.3,15.78,0.4
Multan,2022-06-10,0.0,39.09,23.63,0.4
Multan,2022-06-11,0.0,39.22,28.3,0.4
Multan,2022-06-12,0.0,39.01,28.5,0.4
Multan,2022-06-13,0.36,39.49,27.95,0.4
Multan,2022-06-14,0.08,39.5,30.28,0.4
Multan,2022-06-15,0.0,39.9,28.04,0.4
Multan,2022-06-16,0.0,39.39,27.59,0.4
Multan,2022-06-17,13.84,37.34,39.07,0.4
Multan,2022-06-18,11.34,32.38,62.42,0.44
Multan,2022-06-19,8.94,32.42,60.98,0.45
Multan,2022-06-20,5.19,32.69,55.98,0.45
Multan,2022-06-21,22.56,27.29,66.92,0.47
Multan,2022-06-22,0.0,28.36,56.12,0.48
Multan,2022-06-23,0.0,31.82,45.07,0.47
Multan,2022-06-24,0.0,34.41,43.64,0.46
Multan,2022-06-25,0.0,35.77,39.28,0.46
Multan,2022-06-26,1.71,34.73,33.56,0.45
Multan,2022-06-27,0.0,35.93,36.89,0.45
Multan,2022-06-28,0.0,37.36,37.35,0.44
Multan,2022-06-29,0.0,37.54,38.7,0.43
Multan,2022-06-30,0.0,37.53,43.06,0.43
Multan,2022-07-01,1.7,36.72,45.16,0.43
Multan,2022-07-02,3.29,34.87,57.19,0.43
Multan,2022-07-03,0.29,36.31,50.51,0.43
Multan,2022-07-04,0.47,35.77,52.35,0.42
Multan,2022-07-05,0.63,36.54,49.98,0.42
Multan,2022-07-06,24.92,35.76,54.02,0.43
Multan,2022-07-07,11.95,34.48,60.98,0.47
Multan,2022-07-08,7.2,35.82,59.44,0.48
Multan,2022-07-09,4.32,34.17,62.66,0.48
Multan,2022-07-10,10.87,32.2,69.18,0.48
Multan,2022-07-11,0.2,33.14,64.72,0.49
Multan,2022-07-12,0.02,34.95,59.67,0.48
Multan,2022-07-13,2.4,35.24,58.49,0.48
Multan,2022-07-14,6.46,33.36,64.58,0.48
Multan,2022-07-15,7.31,30.93,72.62,0.49
Multan,2022-07-16,4.08,31.15,71.58,0.49
Multan,2022-07-17,13.53,30.5,76.01,0.5
Multan,2022-07-18,3.05,31.16,73.11,0.51
Multan,2022-07-19,0.01,34.07,60.29,0.51
Multan,2022-07-20,0.36,35.06,57.25,0.5
Multan,2022-07-21,10.36,32.77,69.89,0.5
Multan,2022-07-22,15.3,31.09,76.66,0.53
Multan,2022-07-23,20.02,29.67,82.06,0.54
Multan,2022-07-24,25.86,29.81,82.71,0.57
Multan,2022-07-25,36.85,30.07,82.58,0.62
Multan,2022-07-26,14.67,30.2,80.89,0.66
Multan,2022-07-27,1.73,31.41,75.63,0.64
Multan,2022-07-28,12.3,30.67,82.75,0.64
Multan,2022-07-29,0.39,30.09,81.5,0.65
Multan,2022-07-30,1.56,30.66,80.74,0.64
Multan,2022-07-31,1.0,29.95,84.99,0.63
Multan,2022-08-01,0.17,29.27,86.53,0.63
Multan,2022-08-02,0.21,31.24,77.21,0.62
Multan,2022-08-03,0.57,31.78,76.82,0.61
Multan,2022-08-04,0.87,32.4,72.82,0.61
Multan,2022-08-05,0.29,32.09,72.43,0.6
Multan,2022-08-06,0.3,30.79,75.37,0.59
Multan,2022-08-07,0.24,31.58,74.16,0.58
Multan,2022-08-08,0.19,31.74,74.17,0.58
Multan,2022-08-09,0.0,32.44,71.54,0.57
Multan,2022-08-10,0.26,32.82,69.65,0.56
Multan,2022-08-11,0.1,32.65,67.09,0.55
Multan,2022-08-12,0.99,31.18,70.41,0.55
