city,date,precipitation,temperature,humidity,soil_wetness,rain_7day,flood_risk,is_hot_day,consecutive_hot,heatwave_risk
Faisalabad,2023-08-03,1.49,33.28,66.16,0.54,28.180000000000007,MEDIUM,False,0,LOW
Faisalabad,2023-08-04,1.57,33.51,63.97,0.53,26.190000000000005,MEDIUM,False,0,LOW
Faisalabad,2023-08-05,1.43,33.62,62.01,0.52,10.880000000000008,MEDIUM,False,0,LOW
Faisalabad,2023-08-06,2.27,34.13,62.02,0.51,9.700000000000006,MEDIUM,False,0,LOW
Faisalabad,2023-08-07,0.23,33.83,60.58,0.51,9.870000000000006,MEDIUM,False,0,LOW
Faisalabad,2023-08-08,0.13,34.12,58.74,0.5,8.140000000000008,MEDIUM,False,0,LOW
Faisalabad,2023-08-09,0.16,34.46,57.4,0.49,7.2800000000000065,MEDIUM,False,0,LOW
Faisalabad,2023-08-10,0.45,33.89,55.36,0.48,6.240000000000006,MEDIUM,False,0,LOW
Faisalabad,2023-08-11,0.01,33.59,54.87,0.47,4.680000000000008,LOW,False,0,LOW
Faisalabad,2023-08-12,0.0,34.48,51.59,0.47,3.250000000000007,LOW,False,0,LOW
Faisalabad,2023-08-13,0.0,34.93,50.43,0.46,0.9800000000000071,LOW,False,0,LOW
Faisalabad,2023-08-14,1.35,33.85,54.0,0.45,2.100000000000007,LOW,False,0,LOW
Faisalabad,2023-08-15,1.16,33.56,56.58,0.45,3.130000000000007,LOW,False,0,LOW
Faisalabad,2023-08-16,0.28,34.1,53.65,0.44,3.250000000000007,LOW,False,0,LOW
Faisalabad,2023-08-17,0.02,34.68,51.31,0.44,2.820000000000007,LOW,False,0,LOW
Faisalabad,2023-08-18,0.08,34.99,48.46,0.43,2.890000000000007,LOW,False,0,LOW
Faisalabad,2023-08-19,0.01,34.12,52.31,0.43,2.900000000000007,LOW,False,0,LOW
Faisalabad,2023-08-20,0.2,33.86,57.98,0.42,3.1000000000000068,LOW,False,0,LOW
Faisalabad,2023-08-21,0.0,34.97,52.02,0.42,1.750000000000007,LOW,False,0,LOW
Faisalabad,2023-08-22,0.0,36.51,43.6,0.41,0.5900000000000072,LOW,False,0,LOW
Faisalabad,2023-08-23,0.0,36.6,39.67,0.41,0.31000000000000716,LOW,False,0,LOW
Faisalabad,2023-08-24,0.96,35.03,43.92,0.41,1.250000000000007,LOW,False,0,LOW
Faisalabad,2023-08-25,4.48,33.68,46.0,0.41,5.6500000000000075,LOW,False,0,LOW
Faisalabad,2023-08-26,7.24,32.32,56.66,0.41,12.880000000000008,LOW,False,0,LOW
Faisalabad,2023-08-27,6.05,32.22,58.19,0.42,18.730000000000008,LOW,False,0,LOW
Faisalabad,2023-08-28,3.69,33.02,55.21,0.42,22.42000000000001,LOW,False,0,LOW
Faisalabad,2023-08-29,2.25,32.44,55.33,0.42,24.67000000000001,LOW,False,0,LOW
Faisalabad,2023-08-30,0.05,34.03,45.58,0.41,24.72000000000001,LOW,False,0,LOW
Faisalabad,2023-08-31,0.0,34.28,42.47,0.41,23.76000000000001,LOW,False,0,LOW
Faisalabad,2023-09-01,0.0,34.41,39.73,0.4,19.28000000000001,LOW,False,0,LOW
Faisalabad,2023-09-02,0.0,33.57,39.9,0.4,12.040000000000006,LOW,False,0,LOW
Faisalabad,2023-09-03,0.0,34.24,39.76,0.4,5.990000000000007,LOW,False,0,LOW
Faisalabad,2023-09-04,0.0,34.42,40.69,0.39,2.300000000000007,LOW,False,0,LOW
Faisalabad,2023-09-05,0.39,33.82,39.46,0.39,0.4400000000000071,LOW,False,0,LOW
Faisalabad,2023-09-06,0.0,33.48,44.42,0.38,0.3900000000000071,LOW,False,0,LOW
Faisalabad,2023-09-07,0.0,33.74,44.55,0.38,0.3900000000000071,LOW,False,0,LOW
Faisalabad,2023-09-08,0.0,34.35,45.57,0.38,0.3900000000000071,LOW,False,0,LOW
Faisalabad,2023-09-09,0.29,34.14,46.24,0.38,0.680000000000007,LOW,False,0,LOW
Faisalabad,2023-09-10,0.58,33.96,46.12,0.37,1.2600000000000071,LOW,False,0,LOW
Faisalabad,2023-09-11,0.34,34.37,47.73,0.37,1.6000000000000072,LOW,False,0,LOW
Faisalabad,2023-09-12,0.0,35.15,43.49,0.37,1.210000000000007,LOW,False,0,LOW
Faisalabad,2023-09-13,0.01,34.91,41.95,0.37,1.220000000000007,LOW,False,0,LOW
Faisalabad,2023-09-14,0.01,35.07,45.52,0.36,1.2300000000000073,LOW,False,0,LOW
Faisalabad,2023-09-15,2.48,34.37,49.88,0.36,3.710000000000007,LOW,False,0,LOW
Faisalabad,2023-09-16,6.88,32.63,57.86,0.37,10.300000000000008,LOW,False,0,LOW
Faisalabad,2023-09-17,2.28,32.23,58.46,0.37,12.000000000000007,LOW,False,0,LOW
Faisalabad,2023-09-18,9.87,29.92,68.5,0.38,21.53000000000001,LOW,False,0,LOW
Faisalabad,2023-09-19,15.51,29.46,74.64,0.4,37.040000000000006,LOW,False,0,LOW
Faisalabad,2023-09-20,3.11,31.06,64.66,0.41,40.14000000000001,LOW,False,0,LOW
Faisalabad,2023-09-21,0.63,32.06,57.53,0.4,40.760000000000005,LOW,False,0,LOW
Faisalabad,2023-09-22,16.07,31.62,63.31,0.41,54.35000000000001,MEDIUM,False,0,LOW
Faisalabad,2023-09-23,10.69,30.42,66.98,0.43,58.160000000000004,MEDIUM,False,0,LOW
Faisalabad,2023-09-24,1.15,30.31,62.35,0.43,57.03000000000001,MEDIUM,False,0,LOW
Faisalabad,2023-09-25,0.1,29.18,63.07,0.43,47.260000000000005,LOW,False,0,LOW
Faisalabad,2023-09-26,0.0,29.34,56.68,0.42,31.750000000000004,LOW,False,0,LOW
Faisalabad,2023-09-27,0.0,29.46,50.39,0.42,28.640000000000004,LOW,False,0,LOW
Faisalabad,2023-09-28,0.0,29.62,46.44,0.41,28.010000000000005,LOW,False,0,LOW
Faisalabad,2023-09-29,0.0,28.93,50.29,0.41,11.940000000000007,LOW,False,0,LOW
Faisalabad,2023-09-30,0.0,28.29,45.84,0.41,1.250000000000007,LOW,False,0,LOW
Faisalabad,2023-10-01,0.0,28.94,34.95,0.4,0.10000000000000711,LOW,False,0,LOW
Faisalabad,2023-10-02,0.0,28.51,33.85,0.4,0.0,LOW,False,0,LOW
Faisalabad,2023-10-03,0.0,27.93,37.86,0.4,0.0,LOW,False,0,LOW
Faisalabad,2023-10-04,0.0,28.77,35.19,0.39,0.0,LOW,False,0,LOW
Faisalabad,2023-10-05,0.0,29.15,31.48,0.39,0.0,LOW,False,0,LOW
Faisalabad,2023-10-06,0.0,28.04,33.43,0.39,0.0,LOW,False,0,LOW
Faisalabad,2023-10-07,0.0,28.6,43.06,0.38,0.0,LOW,False,0,LOW
Faisalabad,2023-10-08,0.0,29.45,51.71,0.38,0.0,LOW,False,0,LOW
Faisalabad,2023-10-09,5.34,29.06,58.38,0.38,5.340000000000007,LOW,False,0,LOW
Faisalabad,2023-10-10,1.7,27.08,61.34,0.39,7.040000000000007,LOW,False,0,LOW
Faisalabad,2023-10-11,0.0,27.93,44.41,0.39,7.040000000000007,LOW,False,0,LOW
Faisalabad,2023-10-12,0.0,26.88,38.84,0.38,7.040000000000007,LOW,False,0,LOW
Faisalabad,2023-10-13,0.0,26.77,46.25,0.38,7.040000000000007,LOW,False,0,LOW
Faisalabad,2023-10-14,13.75,25.69,59.82,0.39,20.790000000000006,LOW,False,0,LOW
Faisalabad,2023-10-15,3.83,24.98,60.96,0.41,24.620000000000005,LOW,False,0,LOW
Faisalabad,2023-10-16,19.07,22.7,73.6,0.42,38.35000000000001,LOW,False,0,LOW
Faisalabad,2023-10-17,1.54,21.7,74.64,0.44,38.190000000000005,LOW,False,0,LOW
Faisalabad,2023-10-18,0.12,21.9,63.11,0.43,38.31,LOW,False,0,LOW
Faisalabad,2023-10-19,0.0,23.19,52.62,0.43,38.31,LOW,False,0,LOW
Faisalabad,2023-10-20,0.0,23.35,55.25,0.43,38.31,LOW,False,0,LOW
Faisalabad,2023-10-21,0.0,24.21,55.2,0.42,24.560000000000006,LOW,False,0,LOW
Faisalabad,2023-10-22,1.06,23.42,60.91,0.42,21.790000000000003,LOW,False,0,LOW
Faisalabad,2023-10-23,0.0,23.52,58.21,0.42,2.7200000000000037,LOW,False,0,LOW
Faisalabad,2023-10-24,0.0,24.33,51.06,0.42,1.1800000000000037,LOW,False,0,LOW
Faisalabad,2023-10-25,0.0,24.86,45.61,0.41,1.0600000000000036,LOW,False,0,LOW
Faisalabad,2023-10-26,0.0,25.47,42.02,0.41,1.0600000000000036,LOW,False,0,LOW
Faisalabad,2023-10-27,0.0,24.35,46.73,0.41,1.0600000000000036,LOW,False,0,LOW
Faisalabad,2023-10-28,0.0,24.39,50.12,0.41,1.0600000000000036,LOW,False,0,LOW
Faisalabad,2023-10-29,0.0,24.3,53.93,0.4,0.0,LOW,False,0,LOW
Faisalabad,2023-10-30,0.0,23.54,58.88,0.4,0.0,LOW,False,0,LOW
Faisalabad,2023-10-31,0.0,23.23,61.26,0.4,0.0,LOW,False,0,LOW
Faisalabad,2023-11-01,0.0,23.3,61.24,0.4,0.0,LOW,False,0,LOW
Faisalabad,2023-11-02,0.0,22.57,66.69,0.4,0.0,LOW,False,0,LOW
Faisalabad,2023-11-03,0.0,23.38,60.4,0.4,0.0,LOW,False,0,LOW
Faisalabad,2023-11-04,0.0,23.38,52.43,0.4,0.0,LOW,False,0,LOW
Faisalabad,2023-11-05,0.0,22.96,46.8,0.4,0.0,LOW,False,0,LOW
Faisalabad,2023-11-06,0.0,21.78,53.76,0.39,0.0,LOW,False,0,LOW
Faisalabad,2023-11-07,0.0,21.88,60.33,0.39,0.0,LOW,False,0,LOW
Faisalabad,2023-11-08,0.0,22.21,60.39,0.39,0.0,LOW,False,0,LOW
Faisalabad,2023-11-09,0.01,23.28,52.03,0.39,0.010000000000003553,LOW,False,0,LOW
Faisalabad,2023-11-10,17.38,19.57,73.34,0.41,17.390000000000004,LOW,False,0,LOW
Faisalabad,2023-11-11,0.0,20.09,66.42,0.42,17.390000000000004,LOW,False,0,LOW
Faisalabad,2023-11-12,0.0,20.34,50.78,0.42,17.390000000000004,LOW,False,0,LOW
Faisalabad,2023-11-13,0.0,19.66,48.38,0.41,17.390000000000004,LOW,False,0,LOW
Faisalabad,2023-11-14,0.0,19.82,46.83,0.41,17.390000000000004,LOW,False,0,LOW
Faisalabad,2023-11-15,0.0,20.07,43.15,0.41,17.390000000000004,LOW,False,0,LOW
Faisalabad,2023-11-16,0.0,19.9,39.72,0.41,17.380000000000003,LOW,False,0,LOW
Faisalabad,2023-11-17,0.0,19.91,39.94,0.41,0.0,LOW,False,0,LOW
Faisalabad,2023-11-18,0.0,18.92,44.94,0.41,0.0,LOW,False,0,LOW
Faisalabad,2023-11-19,0.0,18.8,50.21,0.4,0.0,LOW,False,0,LOW
Faisalabad,2023-11-20,0.0,18.91,50.03,0.4,0.0,LOW,False,0,LOW
Faisalabad,2023-11-21,0.0,18.44,52.03,0.4,0.0,LOW,False,0,LOW
Faisalabad,2023-11-22,0.0,18.41,49.63,0.4,0.0,LOW,False,0,LOW
Faisalabad,2023-11-23,0.0,17.82,50.72,0.4,0.0,LOW,False,0,LOW
Faisalabad,2023-11-24,0.0,17.96,55.9,0.4,0.0,LOW,False,0,LOW
Faisalabad,2023-11-25,0.0,17.42,56.54,0.4,0.0,LOW,False,0,LOW
Faisalabad,2023-11-26,0.0,16.41,61.93,0.4,0.0,LOW,False,0,LOW
Faisalabad,2023-11-27,0.0,16.04,73.42,0.4,0.0,LOW,False,0,LOW
Faisalabad,2023-11-28,0.0,16.85,66.09,0.4,0.0,LOW,False,0,LOW
Faisalabad,2023-11-29,0.01,19.18,50.76,0.4,0.010000000000003553,LOW,False,0,LOW
Faisalabad,2023-11-30,0.51,18.24,62.19,0.4,0.5200000000000036,LOW,False,0,LOW
Faisalabad,2023-12-01,0.0,17.12,71.09,0.4,0.5200000000000036,LOW,False,0,LOW
Faisalabad,2023-12-02,0.0,16.99,61.21,0.39,0.5200000000000036,LOW,False,0,LOW
Faisalabad,2023-12-03,0.0,17.27,47.59,0.39,0.5200000000000036,LOW,False,0,LOW
Faisalabad,2023-12-04,0.0,18.49,43.99,0.39,0.5200000000000036,LOW,False,0,LOW
Faisalabad,2023-12-05,0.0,17.8,46.22,0.39,0.5200000000000036,LOW,False,0,LOW
Faisalabad,2023-12-06,0.0,16.96,44.49,0.39,0.5100000000000036,LOW,False,0,LOW
Faisalabad,2023-12-07,0.0,15.84,43.85,0.39,0.0,LOW,False,0,LOW
Faisalabad,2023-12-08,0.0,15.86,43.38,0.39,0.0,LOW,False,0,LOW
Faisalabad,2023-12-09,0.0,16.52,40.06,0.39,0.0,LOW,False,0,LOW
Faisalabad,2023-12-10,0.0,14.83,41.68,0.39,0.0,LOW,False,0,LOW
Faisalabad,2023-12-11,0.0,14.62,38.03,0.38,0.0,LOW,False,0,LOW
Faisalabad,2023-12-12,0.0,12.87,48.86,0.38,0.0,LOW,False,0,LOW
Faisalabad,2023-12-13,0.0,13.16,53.48,0.38,0.0,LOW,False,0,LOW
Faisalabad,2023-12-14,0.0,13.91,50.19,0.38,0.0,LOW,False,0,LOW
Faisalabad,2023-12-15,0.0,14.46,47.94,0.38,0.0,LOW,False,0,LOW
Faisalabad,2023-12-16,0.0,13.02,53.34,0.38,0.0,LOW,False,0,LOW
Faisalabad,2023-12-17,0.06,13.17,56.8,0.38,0.06000000000000355,LOW,False,0,LOW
Faisalabad,2023-12-18,0.0,12.55,52.9,0.38,0.06000000000000355,LOW,False,0,LOW
Faisalabad,2023-12-19,0.0,13.31,40.71,0.38,0.06000000000000355,LOW,False,0,LOW
Faisalabad,2023-12-20,0.0,14.5,33.12,0.38,0.06000000000000355,LOW,False,0,LOW
Faisalabad,2023-12-21,0.0,15.04,30.22,0.38,0.06000000000000355,LOW,False,0,LOW
Faisalabad,2023-12-22,0.0,14.19,34.5,0.38,0.06000000000000355,LOW,False,0,LOW
Faisalabad,2023-12-23,0.01,15.92,47.15,0.38,0.07000000000000355,LOW,False,0,LOW
Faisalabad,2023-12-24,0.03,15.08,51.83,0.37,0.040000000000003554,LOW,False,0,LOW
Faisalabad,2023-12-25,0.0,15.88,45.12,0.37,0.040000000000003554,LOW,False,0,LOW
Faisalabad,2023-12-26,0.0,16.54,41.39,0.37,0.040000000000003554,LOW,False,0,LOW
Faisalabad,2023-12-27,0.0,15.33,44.41,0.37,0.040000000000003554,LOW,False,0,LOW
Faisalabad,2023-12-28,0.0,14.48,46.99,0.37,0.040000000000003554,LOW,False,0,LOW
Faisalabad,2023-12-29,0.0,13.69,50.46,0.37,0.040000000000003554,LOW,False,0,LOW
Faisalabad,2023-12-30,0.0,13.79,48.02,0.37,0.03000000000000355,LOW,False,0,LOW
Faisalabad,2023-12-31,0.0,13.97,46.54,0.37,0.0,LOW,False,0,LOW
Faisalabad,2024-01-01,0.0,13.47,45.9,0.37,0.0,LOW,False,0,LOW
Faisalabad,2024-01-02,0.0,13.31,43.36,0.37,0.0,LOW,False,0,LOW
Faisalabad,2024-01-03,0.0,12.68,42.91,0.37,0.0,LOW,False,0,LOW
Faisalabad,2024-01-04,0.0,12.88,42.96,0.37,0.0,LOW,False,0,LOW
Faisalabad,2024-01-05,0.0,12.67,42.51,0.37,0.0,LOW,False,0,LOW
Faisalabad,2024-01-06,0.0,12.4,46.65,0.37,0.0,LOW,False,0,LOW
Faisalabad,2024-01-07,0.0,12.46,48.01,0.36,0.0,LOW,False,0,LOW
Faisalabad,2024-01-08,0.0,12.31,53.04,0.36,0.0,LOW,False,0,LOW
Faisalabad,2024-01-09,0.0,11.79,63.77,0.36,0.0,LOW,False,0,LOW
Faisalabad,2024-01-10,0.0,11.83,53.3,0.36,0.0,LOW,False,0,LOW
Faisalabad,2024-01-11,0.0,12.87,41.37,0.36,0.0,LOW,False,0,LOW
Faisalabad,2024-01-12,0.0,13.4,39.68,0.36,0.0,LOW,False,0,LOW
Faisalabad,2024-01-13,0.0,15.31,33.34,0.36,0.0,LOW,False,0,LOW
Faisalabad,2024-01-14,0.0,13.24,34.9,0.36,0.0,LOW,False,0,LOW
Faisalabad,2024-01-15,0.0,13.04,34.61,0.36,0.0,LOW,False,0,LOW
Faisalabad,2024-01-16,0.0,12.26,38.68,0.36,0.0,LOW,False,0,LOW
Faisalabad,2024-01-17,0.0,12.32,42.62,0.36,0.0,LOW,False,0,LOW
Faisalabad,2024-01-18,0.0,13.2,41.06,0.36,0.0,LOW,False,0,LOW
Faisalabad,2024-01-19,0.0,13.9,40.15,0.36,0.0,LOW,False,0,LOW
Faisalabad,2024-01-20,0.0,13.4,42.43,0.36,0.0,LOW,False,0,LOW
Faisalabad,2024-01-21,0.0,12.98,39.8,0.36,0.0,LOW,False,0,LOW
Faisalabad,2024-01-22,0.0,11.48,41.2,0.36,0.0,LOW,False,0,LOW
Faisalabad,2024-01-23,0.0,11.32,42.89,0.35,0.0,LOW,False,0,LOW
Faisalabad,2024-01-24,0.0,11.33,38.88,0.35,0.0,LOW,False,0,LOW
Faisalabad,2024-01-25,0.0,10.81,38.49,0.35,0.0,LOW,False,0,LOW
Faisalabad,2024-01-26,0.02,12.16,40.17,0.35,0.020000000000003553,LOW,False,0,LOW
Faisalabad,2024-01-27,0.0,14.33,41.75,0.35,0.020000000000003553,LOW,False,0,LOW
Faisalabad,2024-01-28,0.02,15.3,47.39,0.35,0.040000000000003554,LOW,False,0,LOW
Faisalabad,2024-01-29,0.0,15.52,41.28,0.35,0.040000000000003554,LOW,False,0,LOW
Faisalabad,2024-01-30,0.62,15.4,52.84,0.35,0.6600000000000036,LOW,False,0,LOW
Faisalabad,2024-01-31,5.54,15.52,62.31,0.35,6.200000000000004,LOW,False,0,LOW
Faisalabad,2024-02-01,0.76,12.47,65.67,0.36,6.9600000000000035,LOW,False,0,LOW
Faisalabad,2024-02-02,2.46,11.82,60.36,0.36,9.400000000000004,LOW,False,0,LOW
Faisalabad,2024-02-03,1.5,13.36,49.08,0.36,10.900000000000004,LOW,False,0,LOW
Faisalabad,2024-02-04,1.88,12.6,66.76,0.37,12.760000000000005,LOW,False,0,LOW
Faisalabad,2024-02-05,0.0,11.82,55.91,0.37,12.760000000000005,LOW,False,0,LOW
Faisalabad,2024-02-06,0.0,12.5,41.91,0.36,12.140000000000004,LOW,False,0,LOW
Faisalabad,2024-02-07,0.24,11.74,43.88,0.36,6.840000000000003,LOW,False,0,LOW
Faisalabad,2024-02-08,0.01,12.21,39.42,0.36,6.090000000000003,LOW,False,0,LOW
Faisalabad,2024-02-09,0.0,14.17,34.76,0.36,3.6300000000000034,LOW,False,0,LOW
Faisalabad,2024-02-10,0.0,15.47,34.36,0.36,2.1300000000000034,LOW,False,0,LOW
Faisalabad,2024-02-11,0.0,17.1,27.8,0.36,0.25000000000000355,LOW,False,0,LOW
Faisalabad,2024-02-12,0.0,15.01,33.86,0.36,0.25000000000000355,LOW,False,0,LOW
Faisalabad,2024-02-13,0.0,15.78,32.94,0.36,0.25000000000000355,LOW,False,0,LOW
Faisalabad,2024-02-14,0.0,17.1,30.16,0.36,0.010000000000003553,LOW,False,0,LOW
Faisalabad,2024-02-15,0.0,17.64,26.64,0.35,0.0,LOW,False,0,LOW
Faisalabad,2024-02-16,0.0,18.6,23.24,0.35,0.0,LOW,False,0,LOW
Faisalabad,2024-02-17,0.0,18.38,28.04,0.35,0.0,LOW,False,0,LOW
Faisalabad,2024-02-18,0.03,16.02,37.47,0.35,0.03000000000000355,LOW,False,0,LOW
Faisalabad,2024-02-19,1.62,17.25,48.05,0.35,1.6500000000000037,LOW,False,0,LOW
Faisalabad,2024-02-20,0.83,15.37,65.78,0.35,2.4800000000000035,LOW,False,0,LOW
Faisalabad,2024-02-21,0.12,15.14,46.84,0.35,2.6000000000000036,LOW,False,0,LOW
Faisalabad,2024-02-22,0.0,14.42,45.74,0.35,2.6000000000000036,LOW,False,0,LOW
Faisalabad,2024-02-23,0.0,14.39,34.34,0.35,2.6000000000000036,LOW,False,0,LOW
Faisalabad,2024-02-24,0.0,14.57,33.42,0.35,2.6000000000000036,LOW,False,0,LOW
Faisalabad,2024-02-25,0.0,14.66,36.63,0.35,2.570000000000004,LOW,False,0,LOW
Faisalabad,2024-02-26,0.0,14.63,43.05,0.35,0.9500000000000035,LOW,False,0,LOW
Faisalabad,2024-02-27,0.0,13.85,48.28,0.35,0.12000000000000355,LOW,False,0,LOW
Faisalabad,2024-02-28,0.0,16.5,42.59,0.35,0.0,LOW,False,0,LOW
Faisalabad,2024-02-29,0.02,18.18,41.39,0.35,0.020000000000003553,LOW,False,0,LOW
Faisalabad,2024-03-01,5.18,16.12,66.83,0.35,5.200000000000003,LOW,False,0,LOW
Faisalabad,2024-03-02,3.92,15.06,71.05,0.36,9.120000000000003,LOW,False,0,LOW
Faisalabad,2024-03-03,0.0,11.35,38.8,0.36,9.120000000000003,LOW,False,0,LOW
Faisalabad,2024-03-04,0.0,12.72,32.13,0.36,9.120000000000003,LOW,False,0,LOW
Faisalabad,2024-03-05,0.0,13.29,41.57,0.36,9.120000000000003,LOW,False,0,LOW
Faisalabad,2024-03-06,0.0,15.11,34.07,0.36,9.120000000000003,LOW,False,0,LOW
Faisalabad,2024-03-07,0.64,16.23,35.65,0.36,9.740000000000004,LOW,False,0,LOW
Faisalabad,2024-03-08,0.0,17.07,40.13,0.35,4.560000000000003,LOW,False,0,LOW
Faisalabad,2024-03-09,0.0,18.66,37.32,0.35,0.6400000000000036,LOW,False,0,LOW
Faisalabad,2024-03-10,0.0,20.27,29.67,0.35,0.6400000000000036,LOW,False,0,LOW
Faisalabad,2024-03-11,0.0,20.98,28.1,0.35,0.6400000000000036,LOW,False,0,LOW
Faisalabad,2024-03-12,0.0,21.56,32.42,0.35,0.6400000000000036,LOW,False,0,LOW
Faisalabad,2024-03-13,1.32,21.56,37.89,0.35,1.9600000000000035,LOW,False,0,LOW
Faisalabad,2024-03-14,0.0,19.59,48.63,0.35,1.3200000000000036,LOW,False,0,LOW
Faisalabad,2024-03-15,0.0,19.92,40.62,0.35,1.3200000000000038,LOW,False,0,LOW
Faisalabad,2024-03-16,0.0,21.91,27.6,0.35,1.3200000000000038,LOW,False,0,LOW
Faisalabad,2024-03-17,0.0,21.5,32.23,0.35,1.3200000000000038,LOW,False,0,LOW
Faisalabad,2024-03-18,0.0,23.14,32.06,0.34,1.3200000000000038,LOW,False,0,LOW
Faisalabad,2024-03-19,0.0,23.99,32.68,0.34,1.3200000000000038,LOW,False,0,LOW
Faisalabad,2024-03-20,0.0,26.03,26.46,0.34,0.0,LOW,False,0,LOW
Faisalabad,2024-03-21,0.06,26.65,23.83,0.34,0.06000000000000355,LOW,False,0,LOW
Faisalabad,2024-03-22,0.0,25.14,33.14,0.34,0.06000000000000355,LOW,False,0,LOW
Faisalabad,2024-03-23,0.06,26.2,35.36,0.34,0.12000000000000355,LOW,False,0,LOW
Faisalabad,2024-03-24,2.93,24.97,37.87,0.34,3.050000000000004,LOW,False,0,LOW
Faisalabad,2024-03-25,0.0,25.94,37.64,0.34,3.050000000000004,LOW,False,0,LOW
Faisalabad,2024-03-26,0.18,28.12,32.48,0.34,3.230000000000004,LOW,False,0,LOW
Faisalabad,2024-03-27,25.66,25.87,50.0,0.36,28.890000000000004,LOW,False,0,LOW
Faisalabad,2024-03-28,0.5,22.45,69.11,0.39,29.330000000000005,LOW,False,0,LOW
Faisalabad,2024-03-29,3.24,25.11,55.18,0.39,32.57000000000001,LOW,False,0,LOW
Faisalabad,2024-03-30,4.5,25.15,53.29,0.39,37.010000000000005,LOW,False,0,LOW
Faisalabad,2024-03-31,0.04,22.84,56.53,0.39,34.120000000000005,LOW,False,0,LOW
Faisalabad,2024-04-01,0.0,23.56,35.17,0.39,34.120000000000005,LOW,False,0,LOW
Faisalabad,2024-04-02,0.0,24.77,31.48,0.38,33.940000000000005,LOW,False,0,LOW
Faisalabad,2024-04-03,0.0,26.05,31.42,0.38,8.280000000000003,LOW,False,0,LOW
Faisalabad,2024-04-04,0.0,25.99,32.33,0.38,7.780000000000004,LOW,False,0,LOW
Faisalabad,2024-04-05,0.0,25.27,32.83,0.37,4.540000000000004,LOW,False,0,LOW
Faisalabad,2024-04-06,0.0,25.79,31.22,0.37,0.040000000000003554,LOW,False,0,LOW
Faisalabad,2024-04-07,0.0,27.87,25.32,0.37,0.0,LOW,False,0,LOW
Faisalabad,2024-04-08,0.0,27.96,26.09,0.36,0.0,LOW,False,0,LOW
Faisalabad,2024-04-09,0.0,29.61,20.07,0.36,0.0,LOW,False,0,LOW
Faisalabad,2024-04-10,0.0,27.14,27.92,0.36,0.0,LOW,False,0,LOW
Faisalabad,2024-04-11,0.19,27.65,32.71,0.36,0.19000000000000355,LOW,False,0,LOW
Faisalabad,2024-04-12,0.0,28.91,31.36,0.35,0.19000000000000355,LOW,False,0,LOW
Faisalabad,2024-04-13,3.82,26.12,43.74,0.36,4.010000000000003,LOW,False,0,LOW
Faisalabad,2024-04-14,2.24,23.06,66.71,0.36,6.2500000000000036,LOW,False,0,LOW
Faisalabad,2024-04-15,7.1,25.13,63.12,0.36,13.350000000000003,LOW,False,0,LOW
Faisalabad,2024-04-16,0.17,25.63,53.87,0.37,13.520000000000003,LOW,False,0,LOW
Faisalabad,2024-04-17,0.0,26.87,39.6,0.36,13.520000000000003,LOW,False,0,LOW
Faisalabad,2024-04-18,4.56,28.49,38.13,0.36,17.890000000000004,LOW,False,0,LOW
Faisalabad,2024-04-19,5.36,25.29,55.1,0.37,23.250000000000004,LOW,False,0,LOW
Faisalabad,2024-04-20,0.03,25.4,56.6,0.37,19.460000000000004,LOW,False,0,LOW
Faisalabad,2024-04-21,0.0,27.4,42.54,0.37,17.220000000000006,LOW,False,0,LOW
Faisalabad,2024-04-22,0.89,27.09,42.7,0.37,11.010000000000003,LOW,False,0,LOW
Faisalabad,2024-04-23,1.2,26.83,44.69,0.36,12.040000000000003,LOW,False,0,LOW
Faisalabad,2024-04-24,0.38,28.57,35.93,0.36,12.420000000000003,LOW,False,0,LOW
Faisalabad,2024-04-25,0.0,30.94,32.35,0.36,7.860000000000004,LOW,False,0,LOW
Faisalabad,2024-04-26,0.35,28.38,47.02,0.36,2.8500000000000036,LOW,False,0,LOW
Faisalabad,2024-04-27,4.24,26.07,51.52,0.36,7.060000000000004,LOW,False,0,LOW
Faisalabad,2024-04-28,0.34,27.56,42.3,0.36,7.400000000000004,LOW,False,0,LOW
Faisalabad,2024-04-29,10.42,26.08,43.72,0.37,16.930000000000003,LOW,False,0,LOW
Faisalabad,2024-04-30,0.29,22.95,52.83,0.37,16.020000000000003,LOW,False,0,LOW
Faisalabad,2024-05-01,0.0,24.09,37.96,0.37,15.640000000000002,LOW,False,0,LOW
Faisalabad,2024-05-02,0.0,27.8,25.55,0.37,15.640000000000002,LOW,False,0,LOW
Faisalabad,2024-05-03,0.0,28.24,30.93,0.36,15.290000000000003,LOW,False,0,LOW
Faisalabad,2024-05-04,0.0,29.56,36.0,0.36,11.050000000000002,LOW,False,0,LOW
Faisalabad,2024-05-05,0.0,30.42,37.29,0.36,10.710000000000003,LOW,False,0,LOW
Faisalabad,2024-05-06,0.0,32.07,33.32,0.35,0.29000000000000353,LOW,False,0,LOW
Faisalabad,2024-05-07,0.0,33.84,27.26,0.35,0.0,LOW,False,0,LOW
Faisalabad,2024-05-08,0.0,35.33,23.43,0.35,0.0,LOW,False,0,LOW
Faisalabad,2024-05-09,0.0,35.25,24.49,0.35,0.0,LOW,False,0,LOW
Faisalabad,2024-05-10,0.86,35.14,29.62,0.34,0.8600000000000035,LOW,False,0,LOW
